model,threshold,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
fit10,0.01,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.0141,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.02,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.03,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.04,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.05,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.1,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.2,tp1000,14.0,fit10,0,11.0,17.409999999999997,11.0,17.409999999999997
fit10,0.005,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.01,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.0141,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.02,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.03,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.04,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.05,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.1,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.2,fp1000,236.59999999999997,fit10,0,225.6,248.515,225.6,248.515
fit10,0.005,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.01,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.0141,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.02,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.03,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.04,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.05,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.1,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.2,tn1000,746.1999999999999,fit10,0,734.865,757.63,734.865,757.63
fit10,0.005,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.01,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.0141,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.02,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.03,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.04,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.05,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.1,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
fit10,0.2,fn1000,3.2,fit10,0,1.8000000000000007,4.6,1.8000000000000007,4.6
model,0.005,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.01,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.0141,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.02,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.03,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.04,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.05,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.1,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.2,n,5000.0,fit-age-sex-bloods,0,5000.0,5000.0,5000.0,5000.0
model,0.005,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.01,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.0141,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.02,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.03,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.04,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.05,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.1,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.2,prevalence,0.0172,fit-age-sex-bloods,0,0.0136,0.021009999999999997,0.0136,0.021009999999999997
model,0.005,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.01,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.0141,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.02,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.03,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.04,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.05,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.1,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.2,harm,0.0,fit-age-sex-bloods,0,0.0,0.0,0.0,0.0
model,0.005,test_pos_rate,0.4438,fit-age-sex-bloods,0,0.432095,0.4568,0.432095,0.4568
model,0.01,test_pos_rate,0.2794,fit-age-sex-bloods,0,0.26858,0.2898,0.26858,0.2898
model,0.0141,test_pos_rate,0.2182,fit-age-sex-bloods,0,0.2072,0.23034499999999997,0.2072,0.23034499999999997
model,0.02,test_pos_rate,0.1572,fit-age-sex-bloods,0,0.1466,0.16721,0.1466,0.16721
model,0.03,test_pos_rate,0.1122,fit-age-sex-bloods,0,0.104275,0.12222,0.104275,0.12222
model,0.04,test_pos_rate,0.0856,fit-age-sex-bloods,0,0.07936,0.09361,0.07936,0.09361
model,0.05,test_pos_rate,0.0686,fit-age-sex-bloods,0,0.0626,0.07571499999999999,0.0626,0.07571499999999999
model,0.1,test_pos_rate,0.0302,fit-age-sex-bloods,0,0.02499,0.034609999999999995,0.02499,0.034609999999999995
model,0.2,test_pos_rate,0.009,fit-age-sex-bloods,0,0.0066,0.011819999999999994,0.0066,0.011819999999999994
model,0.005,tp_rate,0.0164,fit-age-sex-bloods,0,0.0126,0.020419999999999994,0.0126,0.020419999999999994
model,0.01,tp_rate,0.0154,fit-age-sex-bloods,0,0.012095,0.019019999999999995,0.012095,0.019019999999999995
model,0.0141,tp_rate,0.014599999999999998,fit-age-sex-bloods,0,0.0116,0.018305,0.0116,0.018305
model,0.02,tp_rate,0.0132,fit-age-sex-bloods,0,0.010295,0.016305,0.010295,0.016305
model,0.03,tp_rate,0.012,fit-age-sex-bloods,0,0.0094,0.0154,0.0094,0.0154
model,0.04,tp_rate,0.011000000000000001,fit-age-sex-bloods,0,0.008695,0.014104999999999998,0.008695,0.014104999999999998
model,0.05,tp_rate,0.0104,fit-age-sex-bloods,0,0.008294999999999999,0.013104999999999999,0.008294999999999999,0.013104999999999999
model,0.1,tp_rate,0.007200000000000001,fit-age-sex-bloods,0,0.005295,0.009209999999999998,0.005295,0.009209999999999998
model,0.2,tp_rate,0.004,fit-age-sex-bloods,0,0.0022,0.006009999999999996,0.0022,0.006009999999999996
model,0.005,fp_rate,0.4274,fit-age-sex-bloods,0,0.41496,0.439935,0.41496,0.439935
model,0.01,fp_rate,0.264,fit-age-sex-bloods,0,0.25266500000000003,0.274,0.25266500000000003,0.274
model,0.0141,fp_rate,0.2036,fit-age-sex-bloods,0,0.19359,0.21472499999999997,0.19359,0.21472499999999997
model,0.02,fp_rate,0.14400000000000002,fit-age-sex-bloods,0,0.134255,0.155105,0.134255,0.155105
model,0.03,fp_rate,0.1002,fit-age-sex-bloods,0,0.09177999999999999,0.108905,0.09177999999999999,0.108905
model,0.04,fp_rate,0.0746,fit-age-sex-bloods,0,0.0686,0.082915,0.0686,0.082915
model,0.05,fp_rate,0.058199999999999995,fit-age-sex-bloods,0,0.052695,0.06562999999999998,0.052695,0.06562999999999998
model,0.1,fp_rate,0.023,fit-age-sex-bloods,0,0.01858,0.026914999999999994,0.01858,0.026914999999999994
model,0.2,fp_rate,0.005,fit-age-sex-bloods,0,0.002895,0.007,0.002895,0.007
model,0.005,net_benefit,0.014252261306532664,fit-age-sex-bloods,0,0.010466356783919599,0.018258793969849238,0.010466356783919599,0.018258793969849238
model,0.01,net_benefit,0.012733333333333333,fit-age-sex-bloods,0,0.009423131313131314,0.016318888888888883,0.009423131313131314,0.016318888888888883
model,0.0141,net_benefit,0.011688183385738918,fit-age-sex-bloods,0,0.008680818034283395,0.015387176691348004,0.008680818034283395,0.015387176691348004
model,0.02,net_benefit,0.010261224489795918,fit-age-sex-bloods,0,0.007382857142857144,0.013410510204081629,0.007382857142857144,0.013410510204081629
model,0.03,net_benefit,0.008901030927835053,fit-age-sex-bloods,0,0.006149123711340207,0.01232561855670103,0.006149123711340207,0.01232561855670103
model,0.04,net_benefit,0.007891666666666668,fit-age-sex-bloods,0,0.005405833333333334,0.010981249999999998,0.005405833333333334,0.010981249999999998
model,0.05,net_benefit,0.007336842105263157,fit-age-sex-bloods,0,0.004989473684210525,0.009953684210526314,0.004989473684210525,0.009953684210526314
model,0.1,net_benefit,0.004644444444444445,fit-age-sex-bloods,0,0.00273,0.006647777777777777,0.00273,0.006647777777777777
model,0.2,net_benefit,0.00275,fit-age-sex-bloods,0,0.0010475000000000003,0.004604999999999998,0.0010475000000000003,0.004604999999999998
model,0.005,net_intervention_avoided,0.39620000000000033,fit-age-sex-bloods,0,0.23099499999999995,0.5210050000000002,0.23099499999999995,0.5210050000000002
model,0.01,net_intervention_avoided,0.5406000000000001,fit-age-sex-bloods,0,0.4371999999999998,0.6385050000000002,0.4371999999999998,0.6385050000000002
model,0.0141,net_intervention_avoided,0.5974028368794325,fit-age-sex-bloods,0,0.5008720567375886,0.6755116312056736,0.5008720567375886,0.6755116312056736
model,0.02,net_intervention_avoided,0.6428000000000001,fit-age-sex-bloods,0,0.563195,0.71403,0.563195,0.71403
model,0.03,net_intervention_avoided,0.7144666666666668,fit-age-sex-bloods,0,0.6420833333333335,0.7711366666666667,0.6420833333333335,0.7711366666666667
model,0.04,net_intervention_avoided,0.7594000000000002,fit-age-sex-bloods,0,0.689545,0.807115,0.689545,0.807115
model,0.05,net_intervention_avoided,0.7954,fit-age-sex-bloods,0,0.7392449999999999,0.837345,0.7392449999999999,0.837345
model,0.1,net_intervention_avoided,0.8698,fit-age-sex-bloods,0,0.838055,0.89621,0.838055,0.89621
model,0.2,net_intervention_avoided,0.925,fit-age-sex-bloods,0,0.9081899999999999,0.94003,0.9081899999999999,0.94003
model,0.005,pp,2219.0,fit-age-sex-bloods,0,2160.475,2284.0,2160.475,2284.0
model,0.01,pp,1397.0,fit-age-sex-bloods,0,1342.9,1449.0,1342.9,1449.0
model,0.0141,pp,1091.0,fit-age-sex-bloods,0,1036.0,1151.725,1036.0,1151.725
model,0.02,pp,786.0,fit-age-sex-bloods,0,733.0,836.05,733.0,836.05
model,0.03,pp,561.0,fit-age-sex-bloods,0,521.375,611.0999999999999,521.375,611.0999999999999
model,0.04,pp,428.0,fit-age-sex-bloods,0,396.79999999999995,468.04999999999995,396.79999999999995,468.04999999999995
model,0.05,pp,343.0,fit-age-sex-bloods,0,313.0,378.575,313.0,378.575
model,0.1,pp,151.0,fit-age-sex-bloods,0,124.95,173.04999999999998,124.95,173.04999999999998
model,0.2,pp,45.0,fit-age-sex-bloods,0,33.0,59.09999999999997,33.0,59.09999999999997
model,0.005,pn,2781.0,fit-age-sex-bloods,0,2716.0,2839.525,2716.0,2839.525
model,0.01,pn,3603.0,fit-age-sex-bloods,0,3551.0,3657.1,3551.0,3657.1
model,0.0141,pn,3909.0,fit-age-sex-bloods,0,3848.275,3964.0,3848.275,3964.0
model,0.02,pn,4214.0,fit-age-sex-bloods,0,4163.95,4267.0,4163.95,4267.0
model,0.03,pn,4439.0,fit-age-sex-bloods,0,4388.9,4478.625,4388.9,4478.625
model,0.04,pn,4572.0,fit-age-sex-bloods,0,4531.95,4603.2,4531.95,4603.2
model,0.05,pn,4657.0,fit-age-sex-bloods,0,4621.425,4687.0,4621.425,4687.0
model,0.1,pn,4849.0,fit-age-sex-bloods,0,4826.95,4875.05,4826.95,4875.05
model,0.2,pn,4955.0,fit-age-sex-bloods,0,4940.9,4967.0,4940.9,4967.0
model,0.005,tp,82.0,fit-age-sex-bloods,0,63.0,102.09999999999997,63.0,102.09999999999997
model,0.01,tp,77.0,fit-age-sex-bloods,0,60.474999999999994,95.09999999999997,60.474999999999994,95.09999999999997
model,0.0141,tp,72.99999999999999,fit-age-sex-bloods,0,57.99999999999999,91.52499999999998,57.99999999999999,91.52499999999998
model,0.02,tp,66.0,fit-age-sex-bloods,0,51.47500000000001,81.52499999999999,51.47500000000001,81.52499999999999
model,0.03,tp,60.0,fit-age-sex-bloods,0,47.0,77.0,47.0,77.0
model,0.04,tp,55.00000000000001,fit-age-sex-bloods,0,43.475,70.52499999999999,43.475,70.52499999999999
model,0.05,tp,52.0,fit-age-sex-bloods,0,41.474999999999994,65.525,41.474999999999994,65.525
model,0.1,tp,36.0,fit-age-sex-bloods,0,26.475,46.04999999999998,26.475,46.04999999999998
model,0.2,tp,20.0,fit-age-sex-bloods,0,11.0,30.049999999999976,11.0,30.049999999999976
model,0.005,fp,2137.0,fit-age-sex-bloods,0,2074.8,2199.6749999999997,2074.8,2199.6749999999997
model,0.01,fp,1320.0,fit-age-sex-bloods,0,1263.325,1370.0,1263.325,1370.0
model,0.0141,fp,1018.0,fit-age-sex-bloods,0,967.95,1073.6249999999998,967.95,1073.6249999999998
model,0.02,fp,720.0000000000001,fit-age-sex-bloods,0,671.275,775.525,671.275,775.525
model,0.03,fp,501.0,fit-age-sex-bloods,0,458.9,544.525,458.9,544.525
model,0.04,fp,373.0,fit-age-sex-bloods,0,343.0,414.575,343.0,414.575
model,0.05,fp,291.0,fit-age-sex-bloods,0,263.475,328.1499999999999,263.475,328.1499999999999
model,0.1,fp,115.0,fit-age-sex-bloods,0,92.9,134.575,92.9,134.575
model,0.2,fp,25.0,fit-age-sex-bloods,0,14.475,35.0,14.475,35.0
model,0.005,tn,2777.0,fit-age-sex-bloods,0,2713.95,2837.0,2713.95,2837.0
model,0.01,tn,3594.0,fit-age-sex-bloods,0,3542.475,3649.525,3542.475,3649.525
model,0.0141,tn,3896.0,fit-age-sex-bloods,0,3836.225,3948.525,3836.225,3948.525
model,0.02,tn,4194.0,fit-age-sex-bloods,0,4142.9,4246.15,4142.9,4246.15
model,0.03,tn,4413.0,fit-age-sex-bloods,0,4359.85,4450.15,4359.85,4450.15
model,0.04,tn,4541.0,fit-age-sex-bloods,0,4493.275,4570.0,4493.275,4570.0
model,0.05,tn,4623.0,fit-age-sex-bloods,0,4577.425,4658.1,4577.425,4658.1
model,0.1,tn,4799.0,fit-age-sex-bloods,0,4767.0,4830.05,4767.0,4830.05
model,0.2,tn,4889.0,fit-age-sex-bloods,0,4865.9,4912.05,4865.9,4912.05
model,0.005,fn,4.0,fit-age-sex-bloods,0,0.9999999999999926,8.000000000000004,0.9999999999999926,8.000000000000004
model,0.01,fn,9.0,fit-age-sex-bloods,0,3.9999999999999925,14.0,3.9999999999999925,14.0
model,0.0141,fn,13.000000000000014,fit-age-sex-bloods,0,7.475,20.0,7.475,20.0
model,0.02,fn,20.0,fit-age-sex-bloods,0,12.999999999999996,28.00000000000001,12.999999999999996,28.00000000000001
model,0.03,fn,26.0,fit-age-sex-bloods,0,17.000000000000004,36.04999999999998,17.000000000000004,36.04999999999998
model,0.04,fn,30.999999999999993,fit-age-sex-bloods,0,21.474999999999998,44.0,21.474999999999998,44.0
model,0.05,fn,34.0,fit-age-sex-bloods,0,24.0,47.04999999999998,24.0,47.04999999999998
model,0.1,fn,50.0,fit-age-sex-bloods,0,37.475,65.04999999999998,37.475,65.04999999999998
model,0.2,fn,66.0,fit-age-sex-bloods,0,53.0,81.52499999999999,53.0,81.52499999999999
model,0.005,test_neg_rate,0.5562,fit-age-sex-bloods,0,0.5432,0.567905,0.5432,0.567905
model,0.01,test_neg_rate,0.7206,fit-age-sex-bloods,0,0.7102,0.73142,0.7102,0.73142
model,0.0141,test_neg_rate,0.7818,fit-age-sex-bloods,0,0.769655,0.7928,0.769655,0.7928
model,0.02,test_neg_rate,0.8428,fit-age-sex-bloods,0,0.83279,0.8534,0.83279,0.8534
model,0.03,test_neg_rate,0.8878,fit-age-sex-bloods,0,0.87778,0.895725,0.87778,0.895725
model,0.04,test_neg_rate,0.9144,fit-age-sex-bloods,0,0.90639,0.92064,0.90639,0.92064
model,0.05,test_neg_rate,0.9314,fit-age-sex-bloods,0,0.924285,0.9374,0.924285,0.9374
model,0.1,test_neg_rate,0.9698,fit-age-sex-bloods,0,0.96539,0.9750099999999999,0.96539,0.9750099999999999
model,0.2,test_neg_rate,0.991,fit-age-sex-bloods,0,0.9881800000000001,0.9934,0.9881800000000001,0.9934
model,0.005,tn_rate,0.5554,fit-age-sex-bloods,0,0.54279,0.5674,0.54279,0.5674
model,0.01,tn_rate,0.7188,fit-age-sex-bloods,0,0.708495,0.729905,0.708495,0.729905
model,0.0141,tn_rate,0.7792,fit-age-sex-bloods,0,0.767245,0.789705,0.767245,0.789705
model,0.02,tn_rate,0.8388,fit-age-sex-bloods,0,0.82858,0.84923,0.82858,0.84923
model,0.03,tn_rate,0.8826,fit-age-sex-bloods,0,0.87197,0.89003,0.87197,0.89003
model,0.04,tn_rate,0.9082,fit-age-sex-bloods,0,0.898655,0.914,0.898655,0.914
model,0.05,tn_rate,0.9246,fit-age-sex-bloods,0,0.915485,0.93162,0.915485,0.93162
model,0.1,tn_rate,0.9598,fit-age-sex-bloods,0,0.9534,0.9660099999999999,0.9534,0.9660099999999999
model,0.2,tn_rate,0.9778,fit-age-sex-bloods,0,0.97318,0.98241,0.97318,0.98241
model,0.005,fn_rate,0.0008,fit-age-sex-bloods,0,0.00019999999999999852,0.0016000000000000007,0.00019999999999999852,0.0016000000000000007
model,0.01,fn_rate,0.0018,fit-age-sex-bloods,0,0.0007999999999999985,0.0028,0.0007999999999999985,0.0028
model,0.0141,fn_rate,0.002600000000000003,fit-age-sex-bloods,0,0.001495,0.004,0.001495,0.004
model,0.02,fn_rate,0.004,fit-age-sex-bloods,0,0.002599999999999999,0.0056000000000000025,0.002599999999999999,0.0056000000000000025
model,0.03,fn_rate,0.0052,fit-age-sex-bloods,0,0.0034000000000000007,0.007209999999999998,0.0034000000000000007,0.007209999999999998
model,0.04,fn_rate,0.006199999999999999,fit-age-sex-bloods,0,0.004294999999999999,0.0088,0.004294999999999999,0.0088
model,0.05,fn_rate,0.0068,fit-age-sex-bloods,0,0.0048,0.009409999999999996,0.0048,0.009409999999999996
model,0.1,fn_rate,0.01,fit-age-sex-bloods,0,0.007495000000000001,0.013009999999999997,0.007495000000000001,0.013009999999999997
model,0.2,fn_rate,0.0132,fit-age-sex-bloods,0,0.0106,0.016305,0.0106,0.016305
model,0.005,pp1000,443.79999999999995,fit-age-sex-bloods,0,432.09499999999997,456.8,432.09499999999997,456.8
model,0.01,pp1000,279.4,fit-age-sex-bloods,0,268.58,289.8,268.58,289.8
model,0.0141,pp1000,218.20000000000002,fit-age-sex-bloods,0,207.2,230.34499999999997,207.2,230.34499999999997
model,0.02,pp1000,157.20000000000002,fit-age-sex-bloods,0,146.6,167.21,146.6,167.21
model,0.03,pp1000,112.19999999999999,fit-age-sex-bloods,0,104.275,122.22,104.275,122.22
model,0.04,pp1000,85.6,fit-age-sex-bloods,0,79.36,93.60999999999999,79.36,93.60999999999999
model,0.05,pp1000,68.6,fit-age-sex-bloods,0,62.6,75.71499999999999,62.6,75.71499999999999
model,0.1,pp1000,30.200000000000003,fit-age-sex-bloods,0,24.99,34.60999999999999,24.99,34.60999999999999
model,0.2,pp1000,9.0,fit-age-sex-bloods,0,6.6,11.819999999999993,6.6,11.819999999999993
model,0.005,pn1000,556.2,fit-age-sex-bloods,0,543.2,567.905,543.2,567.905
model,0.01,pn1000,720.6,fit-age-sex-bloods,0,710.2,731.42,710.2,731.42
model,0.0141,pn1000,781.8000000000001,fit-age-sex-bloods,0,769.655,792.8,769.655,792.8
model,0.02,pn1000,842.8,fit-age-sex-bloods,0,832.79,853.4000000000001,832.79,853.4000000000001
model,0.03,pn1000,887.8000000000001,fit-age-sex-bloods,0,877.78,895.725,877.78,895.725
model,0.04,pn1000,914.4,fit-age-sex-bloods,0,906.39,920.64,906.39,920.64
model,0.05,pn1000,931.4,fit-age-sex-bloods,0,924.285,937.4,924.285,937.4
model,0.1,pn1000,969.8,fit-age-sex-bloods,0,965.39,975.01,965.39,975.01
model,0.2,pn1000,991.0,fit-age-sex-bloods,0,988.18,993.4,988.18,993.4
model,0.005,tp1000,16.400000000000002,fit-age-sex-bloods,0,12.6,20.419999999999995,12.6,20.419999999999995
model,0.01,tp1000,15.4,fit-age-sex-bloods,0,12.094999999999999,19.019999999999996,12.094999999999999,19.019999999999996
model,0.0141,tp1000,14.599999999999998,fit-age-sex-bloods,0,11.6,18.304999999999996,11.6,18.304999999999996
model,0.02,tp1000,13.2,fit-age-sex-bloods,0,10.295000000000002,16.305,10.295000000000002,16.305
model,0.03,tp1000,12.0,fit-age-sex-bloods,0,9.4,15.4,9.4,15.4
model,0.04,tp1000,11.000000000000002,fit-age-sex-bloods,0,8.695,14.104999999999999,8.695,14.104999999999999
model,0.05,tp1000,10.4,fit-age-sex-bloods,0,8.295,13.104999999999999,8.295,13.104999999999999
