fpr,metric_name,metric_value,model_name,m,q025,q975,ci_low,ci_high
0.0,tpr,0.0,fit,0,0.0,0.0377569099929128,0.0,0.0377569099929128
0.01,tpr,0.22093023255813954,fit,0,0.13484258492129247,0.309473587674248,0.13484258492129247,0.309473587674248
0.02,tpr,0.29069767441860467,fit,0,0.20633333333333334,0.3876944971537002,0.20633333333333334,0.3876944971537002
0.03,tpr,0.37209302325581395,fit,0,0.26230374396135264,0.44836278586278583,0.26230374396135264,0.44836278586278583
0.04,tpr,0.4186046511627907,fit,0,0.3112990196078431,0.4897997496871089,0.3112990196078431,0.4897997496871089
0.05,tpr,0.46511627906976744,fit,0,0.3648936170212766,0.5307259073842303,0.3648936170212766,0.5307259073842303
0.06,tpr,0.47674418604651164,fit,0,0.36917105263157896,0.5500339548092358,0.36917105263157896,0.5500339548092358
0.07,tpr,0.5,fit,0,0.4144791666666667,0.5766878342245989,0.4144791666666667,0.5766878342245989
0.08,tpr,0.5465116279069767,fit,0,0.4511309523809524,0.6483323226197696,0.4511309523809524,0.6483323226197696
0.09,tpr,0.6162790697674418,fit,0,0.49676637876553614,0.6967613636363635,0.49676637876553614,0.6967613636363635
0.1,tpr,0.627906976744186,fit,0,0.5384224186307519,0.7223015774437958,0.5384224186307519,0.7223015774437958
0.11,tpr,0.627906976744186,fit,0,0.5394886363636363,0.7223015774437958,0.5394886363636363,0.7223015774437958
0.12,tpr,0.6511627906976745,fit,0,0.55497799779978,0.7405429943767573,0.55497799779978,0.7405429943767573
0.13,tpr,0.6744186046511628,fit,0,0.589918946301925,0.7639204545454545,0.589918946301925,0.7639204545454545
0.14,tpr,0.7093023255813954,fit,0,0.617686170212766,0.793051278618289,0.617686170212766,0.793051278618289
0.15,tpr,0.7209302325581395,fit,0,0.6391752577319587,0.8102453102453102,0.6391752577319587,0.8102453102453102
0.16,tpr,0.7209302325581395,fit,0,0.648301499032882,0.8181818181818182,0.648301499032882,0.8181818181818182
0.17,tpr,0.7325581395348837,fit,0,0.6536326658322904,0.8181818181818182,0.6536326658322904,0.8181818181818182
0.18,tpr,0.7441860465116279,fit,0,0.6629432624113475,0.825,0.6629432624113475,0.825
0.19,tpr,0.7441860465116279,fit,0,0.6644791666666666,0.825,0.6644791666666666,0.825
0.2,tpr,0.7441860465116279,fit,0,0.6644791666666666,0.8303977272727273,0.6644791666666666,0.8303977272727273
0.21,tpr,0.7558139534883721,fit,0,0.6644791666666666,0.8303977272727273,0.6644791666666666,0.8303977272727273
0.22,tpr,0.7558139534883721,fit,0,0.6644791666666666,0.8333346065699007,0.6644791666666666,0.8333346065699007
0.23,tpr,0.7674418604651163,fit,0,0.6751255910165485,0.8522727272727273,0.6751255910165485,0.8522727272727273
0.24,tpr,0.813953488372093,fit,0,0.722828939520458,0.8914418543740178,0.722828939520458,0.8914418543740178
0.25,tpr,0.8255813953488372,fit,0,0.7628472222222222,0.895582171012735,0.7628472222222222,0.895582171012735
0.26,tpr,0.8372093023255814,fit,0,0.7753722794959909,0.9058823529411765,0.7753722794959909,0.9058823529411765
0.27,tpr,0.8372093023255814,fit,0,0.7753722794959909,0.9107186459489456,0.7753722794959909,0.9107186459489456
0.28,tpr,0.8604651162790697,fit,0,0.7810591792228391,0.9286628259551243,0.7810591792228391,0.9286628259551243
0.29,tpr,0.8604651162790697,fit,0,0.7947115384615384,0.9389920506769346,0.7947115384615384,0.9389920506769346
0.3,tpr,0.8837209302325582,fit,0,0.8096266968325792,0.9423418423973363,0.8096266968325792,0.9423418423973363
0.31,tpr,0.8837209302325582,fit,0,0.8159989316239316,0.9423418423973363,0.8159989316239316,0.9423418423973363
0.32,tpr,0.8837209302325582,fit,0,0.8159989316239316,0.9423418423973363,0.8159989316239316,0.9423418423973363
0.33,tpr,0.8837209302325582,fit,0,0.8159989316239316,0.9439465408805031,0.8159989316239316,0.9439465408805031
0.34,tpr,0.8953488372093024,fit,0,0.8217532051282052,0.9453853046594982,0.8217532051282052,0.9453853046594982
0.35,tpr,0.9069767441860465,fit,0,0.8270358499525166,0.9528884572697003,0.8270358499525166,0.9528884572697003
0.36,tpr,0.9069767441860465,fit,0,0.8469907407407408,0.9528884572697003,0.8469907407407408,0.9528884572697003
0.37,tpr,0.9069767441860465,fit,0,0.8469907407407408,0.9563082437275986,0.8469907407407408,0.9563082437275986
0.38,tpr,0.9186046511627907,fit,0,0.8619152227722773,0.961038961038961,0.8619152227722773,0.961038961038961
0.39,tpr,0.9302325581395349,fit,0,0.8796000788022065,0.9668713343108505,0.8796000788022065,0.9668713343108505
0.4,tpr,0.9302325581395349,fit,0,0.8796000788022065,0.9768875502008032,0.8796000788022065,0.9768875502008032
0.41,tpr,0.9418604651162791,fit,0,0.8888888888888888,0.9833880037488284,0.8888888888888888,0.9833880037488284
0.42,tpr,0.9534883720930233,fit,0,0.901058681185723,0.9888295880149813,0.901058681185723,0.9888295880149813
0.43,tpr,0.9651162790697675,fit,0,0.9233674463937622,0.9888295880149813,0.9233674463937622,0.9888295880149813
0.44,tpr,0.9651162790697675,fit,0,0.9379679144385027,0.9890157004830917,0.9379679144385027,0.9890157004830917
0.45,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.46,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.47,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.48,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.49,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.5,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.51,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.52,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.53,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.54,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.55,tpr,0.9651162790697675,fit,0,0.9414477441462021,0.9890157004830917,0.9414477441462021,0.9890157004830917
0.56,tpr,0.9651162790697675,fit,0,0.9428389498432602,0.989480101984259,0.9428389498432602,0.989480101984259
0.57,tpr,0.9767441860465116,fit,0,0.9526470588235294,0.9958695652173912,0.9526470588235294,0.9958695652173912
0.58,tpr,0.9767441860465116,fit,0,0.9537032085561498,1.0,0.9537032085561498,1.0
0.59,tpr,0.9767441860465116,fit,0,0.9537032085561498,1.0,0.9537032085561498,1.0
0.6,tpr,0.9767441860465116,fit,0,0.9537032085561498,1.0,0.9537032085561498,1.0
0.61,tpr,0.9767441860465116,fit,0,0.9537032085561498,1.0,0.9537032085561498,1.0
0.62,tpr,0.9883720930232558,fit,0,0.9559591144149968,1.0,0.9559591144149968,1.0
0.63,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.64,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.65,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.66,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.67,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.68,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.69,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.7,tpr,0.9883720930232558,fit,0,0.960158371040724,1.0,0.960158371040724,1.0
0.71,tpr,0.9883720930232558,fit,0,0.9685160427807487,1.0,0.9685160427807487,1.0
0.72,tpr,1.0,fit,0,0.9854635416666667,1.0,0.9854635416666667,1.0
0.73,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.74,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.75,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.76,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.77,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.78,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.79,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.8,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.81,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.82,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.83,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.84,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.85,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.86,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.87,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.88,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.89,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.9,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.91,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.92,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.93,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.94,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.95,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.96,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.97,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.98,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.99,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
1.0,tpr,1.0,fit,0,1.0,1.0,1.0,1.0
0.0,thr,inf,fit,0,699.1463532165842,,699.1463532165842,
0.01,thr,168.6079366843847,fit,0,136.19312048122723,203.5013702158908,136.19312048122723,203.5013702158908
0.02,thr,104.64323089586262,fit,0,91.85792665699972,117.67342595557841,91.85792665699972,117.67342595557841
0.03,thr,76.92664788097696,fit,0,68.81627325324838,88.18749176481802,68.81627325324838,88.18749176481802
0.04,thr,59.45990156495816,fit,0,55.76247903911897,69.53633653000264,55.76247903911897,69.53633653000264
0.05,thr,50.37217372556249,fit,0,46.785183351398935,56.06349136302857,46.785183351398935,56.06349136302857
0.06,thr,44.1633840314575,fit,0,40.968013355027736,47.43214890787799,40.968013355027736,47.43214890787799
0.07,thr,40.669665210600655,fit,0,36.03995101897407,42.59911136389431,36.03995101897407,42.59911136389431
0.08,thr,34.492560666409275,fit,0,31.337591292713434,37.66105381261224,31.337591292713434,37.66105381261224
0.09,thr,29.907539882788775,fit,0,27.576371333577356,32.87887590715607,27.576371333577356,32.87887590715607
0.1,thr,27.42268530568641,fit,0,25.14721497886509,29.617340922336457,25.14721497886509,29.617340922336457
0.11,thr,25.513991199538943,fit,0,22.901187015500035,26.72880045599749,22.901187015500035,26.72880045599749
0.12,thr,22.69196444631089,fit,0,21.025667175132188,24.133210895835013,21.025667175132188,24.133210895835013
0.13,thr,20.71442357189359,fit,0,19.403617343983775,22.360233619344296,19.403617343983775,22.360233619344296
0.14,thr,18.654218734998402,fit,0,18.068952547195593,20.77119837529712,18.068952547195593,20.77119837529712
0.15,thr,17.491820408779464,fit,0,16.578465433926056,18.960385290021943,16.578465433926056,18.960385290021943
0.16,thr,16.886639110926932,fit,0,15.254481876849821,18.010079795051407,15.254481876849821,18.010079795051407
0.17,thr,15.441626830821626,fit,0,14.398493333823673,16.422330798761404,14.398493333823673,16.422330798761404
0.18,thr,14.051432521295693,fit,0,13.282124921536333,15.191384219659374,13.282124921536333,15.191384219659374
0.19,thr,13.50271056904035,fit,0,12.712856090807712,14.330585889316126,12.712856090807712,14.330585889316126
0.2,thr,12.953988616785004,fit,0,12.080566631513504,13.462619715760468,12.080566631513504,13.462619715760468
0.21,thr,11.830957018948384,fit,0,11.316737165522566,12.798313935822959,11.316737165522566,12.798313935822959
0.22,thr,11.264024091592683,fit,0,10.55143227983934,12.191802988069625,10.55143227983934,12.191802988069625
0.23,thr,10.4439231523531,fit,0,9.95744066931436,11.534048129513339,9.95744066931436,11.534048129513339
0.24,thr,10.029668479688402,fit,0,9.344811460978734,10.65808183210818,9.344811460978734,10.65808183210818
0.25,thr,9.600050747789982,fit,0,8.883314012674814,10.09619206832685,8.883314012674814,10.09619206832685
0.26,thr,8.965029321215052,fit,0,8.613837786606997,9.631085059378574,8.613837786606997,9.631085059378574
0.27,thr,8.725980396082898,fit,0,8.0555265826009,9.093408408875206,8.0555265826009,9.093408408875206
0.28,thr,8.051844343319987,fit,0,7.633134155026163,8.702858373062089,7.633134155026163,8.702858373062089
0.29,thr,7.838581519821099,fit,0,7.267084342429165,8.23775014028713,7.267084342429165,8.23775014028713
0.3,thr,7.271909215312539,fit,0,7.004092427819223,7.802177297754101,7.004092427819223,7.802177297754101
0.31,thr,7.019491599759499,fit,0,6.682895440820519,7.497209745705149,6.682895440820519,7.497209745705149
0.32,thr,6.7670739842064584,fit,0,6.435700057504689,7.215141813096671,6.435700057504689,7.215141813096671
0.33,thr,6.5146563686534185,fit,0,6.166680727101793,6.913922860621402,6.166680727101793,6.913922860621402
0.34,thr,6.124433504733957,fit,0,5.881621806637172,6.6320015697169135,5.881621806637172,6.6320015697169135
0.35,thr,5.8723895399714205,fit,0,5.672049209529727,6.329251885611801,5.672049209529727,6.329251885611801
0.36,thr,5.757277760487501,fit,0,5.445847385418147,6.152509629935226,5.445847385418147,6.152509629935226
0.37,thr,5.642165981003581,fit,0,5.23508127501597,5.871486268607047,5.23508127501597,5.871486268607047
0.38,thr,5.418496947186141,fit,0,5.051112968686354,5.648621498283639,5.051112968686354,5.648621498283639
0.39,thr,5.139549041363718,fit,0,4.89968494906776,5.399119136089068,4.89968494906776,5.399119136089068
0.4,thr,4.970727835743809,fit,0,4.659074554286907,5.1971629997389,4.659074554286907,5.1971629997389
0.41,thr,4.670425714197973,fit,0,4.43672423614155,5.007241155027759,4.43672423614155,5.007241155027759
0.42,thr,4.4634794790380745,fit,0,4.18920634831696,4.835310559079275,4.18920634831696,4.835310559079275
0.43,thr,4.255048694166154,fit,0,4.006027192596454,4.5810946306517755,4.006027192596454,4.5810946306517755
0.44,thr,4.124093994290408,fit,0,3.850414260381439,4.336867180206261,3.850414260381439,4.336867180206261
0.45,thr,3.99313929441466,fit,0,3.7123494924006626,4.118313415539601,3.7123494924006626,4.118313415539601
0.46,thr,3.862184594538913,fit,0,3.5416048544157066,3.943501020205001,3.5416048544157066,3.943501020205001
0.47,thr,3.7312298946631657,fit,0,3.397977865384473,3.7636606927330276,3.397977865384473,3.7636606927330276
0.48,thr,3.600275194787418,fit,0,3.27722743996678,3.6566364475862185,3.27722743996678,3.6566364475862185
0.49,thr,3.469320494911671,fit,0,3.1186601255538107,3.4979731871264215,3.1186601255538107,3.4979731871264215
0.5,thr,3.338365795035924,fit,0,3.0175686360067315,3.36946522081695,3.0175686360067315,3.36946522081695
0.51,thr,3.2074110951601766,fit,0,2.8999521560048858,3.2216551108056013,2.8999521560048858,3.2216551108056013
0.52,thr,3.0764563952844295,fit,0,2.7923551086544696,3.075750949786704,2.7923551086544696,3.075750949786704
0.53,thr,2.945501695408682,fit,0,2.6918767719232624,2.9781723790794232,2.6918767719232624,2.9781723790794232
0.54,thr,2.8145469955329347,fit,0,2.537410325947901,2.834104095601616,2.537410325947901,2.834104095601616
0.55,thr,2.6835922956571876,fit,0,2.458375091421045,2.725756240980961,2.458375091421045,2.725756240980961
0.56,thr,2.55263759578144,fit,0,2.3371165447492874,2.587849571911589,2.3371165447492874,2.587849571911589
0.57,thr,2.3332262107569117,fit,0,2.209501404459651,2.474341695710267,2.209501404459651,2.474341695710267
0.58,thr,2.248682272074624,fit,0,2.1164852659508107,2.3879292747512335,2.1164852659508107,2.3879292747512335
0.59,thr,2.1641383333923354,fit,0,2.0287383123854443,2.260326471045041,2.0287383123854443,2.260326471045041
0.6,thr,2.079594394710047,fit,0,1.9320186028367807,2.173535993916224,1.9320186028367807,2.173535993916224
0.61,thr,1.9950504560277587,fit,0,1.8515612240311388,2.090877530522012,1.8515612240311388,2.090877530522012
0.62,thr,1.842151711498232,fit,0,1.7749461720106503,1.9911934787308163,1.7749461720106503,1.9911934787308163
0.63,thr,1.774917901017956,fit,0,1.707038875737408,1.8902068680025463,1.707038875737408,1.8902068680025463
0.64,thr,1.7076840905376804,fit,0,1.6246576582732366,1.7961702223864957,1.6246576582732366,1.7961702223864957
0.65,thr,1.6404502800574048,fit,0,1.534040855223621,1.7311746015291107,1.534040855223621,1.7311746015291107
0.66,thr,1.5732164695771291,fit,0,1.4669036801605333,1.6551914723243384,1.4669036801605333,1.6551914723243384
0.67,thr,1.5059826590968535,fit,0,1.4030936640384493,1.5766914339642732,1.4030936640384493,1.5766914339642732
0.68,thr,1.4387488486165776,fit,0,1.3113819604018346,1.5063833755374623,1.3113819604018346,1.5063833755374623
0.69,thr,1.371515038136302,fit,0,1.2432624685947933,1.4325369234884286,1.2432624685947933,1.4325369234884286
0.7,thr,1.3042812276560263,fit,0,1.1737668116401212,1.3541836827687233,1.1737668116401212,1.3541836827687233
0.71,thr,1.2370474171757504,fit,0,1.116224411802103,1.2859813800889113,1.116224411802103,1.2859813800889113
0.72,thr,1.1291095856050781,fit,0,1.0656397665815445,1.1991142599779552,1.0656397665815445,1.1991142599779552
0.73,thr,1.0889842965165515,fit,0,1.014304348535186,1.1240865433778089,1.014304348535186,1.1240865433778089
0.74,thr,1.0488590074280248,fit,0,0.9570563901060348,1.0761742216644075,0.9570563901060348,1.0761742216644075
0.75,thr,1.0087337183394982,fit,0,0.9052014117542858,1.0258552544579318,0.9052014117542858,1.0258552544579318
0.76,thr,0.9686084292509716,fit,0,0.8670751356299544,0.9784623914269753,0.8670751356299544,0.9784623914269753
0.77,thr,0.928483140162445,fit,0,0.8055353278205645,0.9157408543080439,0.8055353278205645,0.9157408543080439
0.78,thr,0.8883578510739184,fit,0,0.7652792764002666,0.8625201892090497,0.7652792764002666,0.8625201892090497
0.79,thr,0.8482325619853918,fit,0,0.7277084878237912,0.807855089135487,0.7277084878237912,0.807855089135487
0.8,thr,0.8081072728968651,fit,0,0.6812268353770129,0.7673961451374641,0.6812268353770129,0.7673961451374641
0.81,thr,0.7679819838083385,fit,0,0.640364739692361,0.727853937652941,0.640364739692361,0.727853937652941
0.82,thr,0.727856694719812,fit,0,0.5952546587619187,0.6806332710104978,0.5952546587619187,0.6806332710104978
0.83,thr,0.6877314056312853,fit,0,0.5561147566656304,0.6339189266435793,0.5561147566656304,0.6339189266435793
0.84,thr,0.6476061165427587,fit,0,0.5216475976689158,0.5873035738435148,0.5216475976689158,0.5873035738435148
0.85,thr,0.607480827454232,fit,0,0.4874856851023291,0.5497067357364471,0.4874856851023291,0.5497067357364471
0.86,thr,0.5673555383657054,fit,0,0.44690642913444567,0.5143008861572453,0.44690642913444567,0.5143008861572453
0.87,thr,0.5272302492771788,fit,0,0.41438542609085877,0.4792571212309617,0.41438542609085877,0.4792571212309617
0.88,thr,0.4871049601886521,fit,0,0.37222939514284303,0.4331344682813392,0.37222939514284303,0.4331344682813392
0.89,thr,0.4469796711001255,fit,0,0.3338465503527168,0.39776649039494505,0.3338465503527168,0.39776649039494505
0.9,thr,0.40685438201159885,fit,0,0.3048596586207722,0.3537508291292226,0.3048596586207722,0.3537508291292226
0.91,thr,0.3667290929230722,fit,0,0.27322289603797667,0.32069478976302057,0.27322289603797667,0.32069478976302057
0.92,thr,0.3266038038345457,fit,0,0.24192844735905103,0.28558178124469374,0.24192844735905103,0.28558178124469374
0.93,thr,0.28647851474601904,fit,0,0.21324608473288015,0.2515999616940104,0.21324608473288015,0.2515999616940104
0.94,thr,0.2463532256574924,fit,0,0.1883770956254462,0.21590233828529126,0.1883770956254462,0.21590233828529126
0.95,thr,0.20622793656896576,fit,0,0.16027321256587135,0.19356104244088654,0.16027321256587135,0.19356104244088654
0.96,thr,0.16610264748043924,fit,0,0.13271495802379318,0.1579659511876599,0.13271495802379318,0.1579659511876599
0.97,thr,0.1259773583919126,fit,0,0.10588874809774122,0.12945349319641902,0.10588874809774122,0.12945349319641902
0.98,thr,0.08585206930338596,fit,0,0.07674938310743462,0.09560482447570169,0.07674938310743462,0.09560482447570169
0.99,thr,0.04572678021485932,fit,0,0.04748890929072198,0.06391396038314565,0.04748890929072198,0.06391396038314565
1.0,thr,0.0056014911263326,fit,0,0.0056014911263326,0.015332155735988,0.0056014911263326,0.015332155735988
0.0,tpr,0.03488372093023256,fit-age-sex-bloods,0,0.005397727272727274,0.10844609340899158,0.005397727272727274,0.10844609340899158
0.01,tpr,0.27906976744186046,fit-age-sex-bloods,0,0.1870279146141215,0.36348339160839144,0.1870279146141215,0.36348339160839144
0.02,tpr,0.37209302325581395,fit-age-sex-bloods,0,0.2604130434782609,0.47959949937421775,0.2604130434782609,0.47959949937421775
0.03,tpr,0.46511627906976744,fit-age-sex-bloods,0,0.3375,0.5310160427807487,0.3375,0.5310160427807487
0.04,tpr,0.4883720930232558,fit-age-sex-bloods,0,0.37071141709695926,0.5586420932009167,0.37071141709695926,0.5586420932009167
0.05,tpr,0.5465116279069767,fit-age-sex-bloods,0,0.4250138888888889,0.6305392156862745,0.4250138888888889,0.6305392156862745
0.06,tpr,0.6046511627906976,fit-age-sex-bloods,0,0.4974009900990099,0.6779957156245816,0.4974009900990099,0.6779957156245816
0.07,tpr,0.627906976744186,fit-age-sex-bloods,0,0.5143461221122112,0.7138257575757574,0.5143461221122112,0.7138257575757574
0.08,tpr,0.6511627906976745,fit-age-sex-bloods,0,0.5476136363636364,0.7545351861993427,0.5476136363636364,0.7545351861993427
0.09,tpr,0.6627906976744186,fit-age-sex-bloods,0,0.5620693069306931,0.7575081168831168,0.5620693069306931,0.7575081168831168
0.1,tpr,0.686046511627907,fit-age-sex-bloods,0,0.575,0.7785353535353535,0.575,0.7785353535353535
0.11,tpr,0.6976744186046512,fit-age-sex-bloods,0,0.6097626511419615,0.7812744484431231,0.6097626511419615,0.7812744484431231
0.12,tpr,0.7325581395348837,fit-age-sex-bloods,0,0.63075,0.8135148195876288,0.63075,0.8135148195876288
0.13,tpr,0.7674418604651163,fit-age-sex-bloods,0,0.6777715980719318,0.8351788963007883,0.6777715980719318,0.8351788963007883
0.14,tpr,0.7674418604651163,fit-age-sex-bloods,0,0.6928930260047281,0.8351788963007883,0.6928930260047281,0.8351788963007883
0.15,tpr,0.7674418604651163,fit-age-sex-bloods,0,0.6928930260047281,0.8351788963007883,0.6928930260047281,0.8351788963007883
0.16,tpr,0.7790697674418605,fit-age-sex-bloods,0,0.7059027777777778,0.8457111052907281,0.7059027777777778,0.8457111052907281
0.17,tpr,0.7906976744186046,fit-age-sex-bloods,0,0.7119984567901234,0.866761892932555,0.7119984567901234,0.866761892932555
0.18,tpr,0.8023255813953488,fit-age-sex-bloods,0,0.723132183908046,0.8791735949451279,0.723132183908046,0.8791735949451279
